age,tenure_months,monthly_charges,total_charges,num_products,has_support_ticket,contract_type,payment_method,churn
21,24,47.758717262941815,3405.3583304744566,4,0,2,3,0
19,64,42.009721408109705,1708.268414703717,3,0,2,3,1
23,49,41.26807843412263,6739.5740095877745,3,0,1,1,1
59,36,71.51736824068126,1476.1273589682037,3,0,1,3,0
21,24,117.55413156827562,7690.166356747118,3,0,2,2,0
46,23,65.8988988017013,3385.6681925608323,4,0,2,1,0
35,62,75.73053688900478,6785.33780695049,3,0,1,0,0
43,37,106.06320178907339,5067.242063826966,3,1,0,0,0
61,12,73.50697189336586,5909.267359459446,2,0,2,2,0
51,55,38.446287141885605,6165.018715727564,1,0,0,0,0
27,13,49.959591176647706,4088.274566954841,1,0,2,3,0
53,23,50.99369262686109,4392.074134569978,2,0,0,3,0
31,30,59.73181154575979,4160.567355688927,2,1,0,2,1
48,17,62.67889053367494,4745.661186911626,4,0,0,0,1
65,62,99.97820220742695,332.2161214764076,4,0,1,0,0
32,13,54.9386999049333,3224.5698418072207,4,0,0,2,1
25,59,66.82318284413793,4888.890837133255,2,0,0,1,1
31,19,82.49759870510522,4822.016165521329,2,0,0,0,0
40,49,57.77259474401693,6364.35314738449,3,0,2,1,0
57,12,103.65648132923329,5274.573776773657,4,1,0,0,0
38,61,78.74536042340743,7937.853199091312,4,0,2,0,1
33,19,49.404467922097155,2342.4507760082956,4,0,0,0,1
62,9,91.40591997898282,2937.2931343632285,1,0,0,0,0
35,71,72.76477301447858,3132.3924997555905,3,0,1,3,0
64,28,73.4455891257247,3779.9211754599633,4,0,2,1,0
41,52,68.1087948387586,6704.384703871555,4,1,0,1,0
43,16,69.7011948821249,1962.757542277758,4,1,2,0,0
42,69,96.53562810662406,6230.401635579893,1,0,2,0,1
62,12,30.298147933131553,3301.950446377373,1,1,1,1,0
58,25,53.43628113104822,4854.657530929868,2,1,1,3,1
46,52,27.55033638038892,5097.070212487818,3,1,1,2,1
32,53,95.32462207474508,3045.5042337925825,2,0,1,2,1
62,23,47.230185472029945,4149.66012112586,3,1,1,1,0
18,16,109.74304098188843,3362.946279716806,1,0,1,0,0
42,57,72.65784666592938,646.1490108742936,4,1,1,0,0
24,39,100.0749771486121,3553.6065716529297,2,0,1,3,0
26,53,117.89314356159612,869.4078011730621,4,0,0,2,0
41,42,103.97888594565705,3299.66431273454,2,1,2,3,0
18,58,106.69937600115234,4784.055358671077,1,0,1,2,0
61,39,60.79844953648447,4677.377704813656,1,1,1,1,0
25,14,75.17225952593398,5334.708104165731,1,1,2,2,0
41,5,45.388856404330426,852.5659128415477,2,0,0,3,0
28,35,39.611309969345285,5251.773639690459,3,0,2,3,1
68,18,70.55078791060338,2565.9696479019317,2,0,2,3,1
34,9,79.50489797004207,3252.4629744831777,3,0,1,1,0
25,58,53.9271245896191,6878.091405989376,2,0,2,2,0
52,17,76.94435177635003,171.34019262344697,2,1,2,2,0
52,7,108.7460482513503,4748.459803390783,1,0,1,3,0
50,46,75.6721584783366,4829.84044279085,4,0,1,2,0
22,13,92.08130963105066,3233.6122331141396,4,1,1,0,1
59,40,100.53149673579051,1972.520071155856,3,0,1,0,0
56,42,118.87287819554427,1953.9249022662536,4,0,2,0,0
58,9,80.31974021769796,7081.306390319945,2,1,2,2,0
45,50,100.6850148962586,3591.9925528845743,2,0,0,1,0
24,27,116.26493185548746,2714.0259676144583,1,1,0,1,0
26,66,114.44097255772735,3645.342833268084,1,1,2,1,0
25,5,34.10818487777136,5388.184171528955,4,1,0,1,0
29,29,60.6392308273522,1251.4768891335384,3,0,2,0,0
51,37,52.39900611067996,3650.5272981885278,4,0,0,0,0
50,38,28.692501495034932,4744.286531772057,4,0,1,3,0
65,8,83.32407749109606,7593.808503326327,4,1,0,2,0
40,65,93.59046131960024,2094.969478395812,4,1,1,2,1
41,17,104.81280954668836,2938.08090853834,2,0,1,1,0
54,71,32.27768896627085,3096.9328603871477,3,0,1,0,0
52,45,107.64440758752939,4883.751445394574,2,0,1,1,0
61,4,84.29255636142533,2918.183219016013,3,0,0,3,0
57,36,90.39461351385094,4314.744209867596,1,1,2,2,0
39,70,111.06240035403039,6276.143605775732,4,0,1,2,0
44,31,82.47612710432512,5672.546193486408,2,1,0,1,1
52,19,53.58658571498351,3626.312307449426,3,1,1,3,0
18,61,102.51073314226598,6927.307803625935,1,0,0,2,0
52,54,56.30592121950905,4509.307971791517,1,0,0,3,0
54,39,23.422811082052913,4365.256132067479,4,0,0,3,1
64,19,103.06545065652497,370.0833509193496,3,0,2,1,0
31,39,54.51921448812756,7894.874544821577,2,1,0,0,0
20,67,97.38345232013403,1071.469387384051,4,1,0,1,0
18,45,56.275789466594546,1925.9342081784082,2,1,2,0,0
22,13,106.10680199747216,508.405014208063,1,0,2,3,0
43,58,41.95105250809587,5156.023438011618,2,0,0,0,0
31,20,117.45472651988699,1875.139298084172,2,1,2,3,0
56,61,97.97587747880308,1522.0824560345156,4,0,1,2,0
44,39,31.423792592039682,799.589115363607,2,0,1,2,0
26,1,76.57766199665605,916.1407612797237,4,0,2,2,0
32,3,118.53673122417347,4718.898533496451,1,0,2,1,1
32,62,67.10654526938144,5536.842140346104,4,0,0,1,0
43,63,38.21071388215832,3239.294008868768,4,0,2,3,0
59,25,68.47783671503461,3891.1869445773787,3,1,0,2,0
30,56,71.24576558819216,5519.145114265574,2,0,1,1,0
68,33,94.16869442286655,237.30034246528913,1,0,2,2,1
49,38,89.88458531609044,2652.7321908552003,4,0,0,1,0
56,6,60.255004359698056,7787.472209755737,1,1,0,0,0
66,58,41.80231074940865,4682.886614594197,3,0,1,0,0
69,44,84.50541677693295,2108.3741811901964,2,0,2,2,0
49,45,62.17039345532818,4221.667368426084,4,0,1,3,0
21,32,33.22762111253304,2806.962556155231,2,1,0,1,0
47,45,110.05723012363856,4304.735411727763,3,0,0,1,0
54,61,89.12218576096544,1093.3579432725257,3,1,2,0,1
40,47,88.31838564454814,1148.4457651722914,1,1,0,0,0
56,21,102.25838759116739,1233.9846601112035,4,0,2,3,1
62,36,72.96616786550811,7524.57635622205,1,1,1,3,1
32,19,101.5054428402457,5889.901454896601,3,0,2,3,1
60,20,69.80907535110057,1382.816967832335,2,1,2,2,0
46,57,26.71753999157101,1587.9577617482514,1,0,0,0,0
53,18,60.524808802768874,5873.552851479923,1,1,0,2,1
30,47,69.74648939798905,1333.694373858174,2,0,2,0,0
49,49,92.02025816322958,1953.0342173451465,1,0,0,0,0
24,14,30.657873012867434,7710.439979281152,2,0,0,1,1
68,15,34.0018538660449,2116.9215453546117,4,0,0,0,1
39,31,46.368380263461646,5326.89556793206,2,0,2,0,0
45,1,46.649839337088224,7831.18717046419,4,0,0,2,0
19,54,93.21845784590624,3056.944460404362,2,0,2,0,0
59,3,45.073066056159774,238.37632781029166,3,0,0,2,1
62,16,83.30980633574475,2028.7635943367566,3,1,1,3,1
23,57,69.42738501382715,6663.929811599473,4,0,0,0,0
45,12,77.32943781794006,6930.40980404479,4,0,0,0,0
45,16,103.81069631782958,6171.30297973795,3,0,2,2,1
61,24,60.43815015490243,993.5675707049269,4,0,2,3,0
61,28,97.09113770642705,6384.531936401585,2,1,0,1,0
37,8,62.20360595506874,7357.554596248684,2,0,1,3,1
47,36,55.38713765612494,4844.815386115265,3,1,0,2,0
28,8,115.86271773132205,7532.9153150707125,1,1,0,3,0
45,58,38.43709206789632,6632.027181323831,2,1,1,2,0
42,60,29.033696057760785,5369.0749842281675,4,0,2,2,0
56,50,97.09859255354785,4659.763370022811,1,1,0,1,1
50,28,26.824970535409157,2853.731971211567,1,1,2,0,0
18,41,103.70789907030294,1358.3708174181606,2,0,2,2,1
44,64,63.71933963572435,4879.135989255273,2,0,1,2,0
69,27,111.5513677291914,2613.081273583144,1,0,1,1,0
30,63,92.15328611219056,6944.865473468399,1,0,2,2,0
58,17,81.04046670079576,7947.361805133165,3,0,0,0,0
20,33,114.93067970577657,6044.179324663023,4,0,2,1,0
56,29,59.66493730520543,814.8053927677009,3,0,0,0,0
23,13,115.40869365396331,2380.6162046920413,2,0,0,0,0
25,46,33.500127742120696,961.9660909494229,3,0,1,1,0
44,35,68.37549419324128,5239.042017554555,3,0,0,2,1
26,6,46.99112223921949,6145.007829990699,3,0,0,0,0
54,69,73.98427789081934,7412.831163957623,3,0,2,0,1
50,47,36.20138778915846,3561.5615366547026,4,0,1,0,0
68,25,104.15296603100434,7220.86763174871,4,1,0,0,0
59,66,104.64078493145573,7035.340156426488,1,0,0,1,0
61,10,115.5236312723479,2605.846162446649,2,0,1,1,0
41,56,35.46721408832362,6964.314941770511,3,1,2,3,0
32,30,82.33325509049908,3067.8107898656394,1,0,1,3,1
49,5,67.42373087003696,2445.2672690262184,1,0,1,0,1
49,33,54.43837320442332,5227.689804475705,1,1,0,2,0
41,65,55.15401611342188,2694.2117002921404,4,1,0,0,0
58,18,61.27935506067523,5078.64911180024,3,0,2,2,1
69,49,90.4925549688953,4917.671263439687,3,0,0,0,0
66,11,79.82860582681546,4551.1675260528245,2,1,0,3,1
66,26,65.9681512761131,3105.3156634391016,3,0,1,3,1
69,63,27.593341036962208,4433.147801046666,3,0,0,2,1
29,59,27.77653440789571,4812.23525238483,1,1,2,0,0
56,27,20.233939062577825,4410.92641911424,2,0,1,2,0
19,49,116.76993882070865,3610.913676734492,3,0,2,3,0
20,33,20.525381855838493,215.8697506654841,4,0,1,0,0
66,1,30.309374601374486,4737.787490839092,3,1,0,0,1
54,21,51.45965568094109,1430.7106426274852,1,0,1,2,0
66,55,100.74302518167612,5176.350154682797,4,0,1,1,0
34,6,116.20987857641177,6098.820190590642,1,0,0,2,1
66,69,99.00135587918561,4053.5179421328576,3,0,0,3,1
19,5,89.05602324456406,4384.672953339933,4,0,2,3,1
19,3,72.13006674135694,7616.68062136133,2,1,2,3,1
45,53,28.67052118621836,6792.622154843336,2,0,0,3,0
40,23,115.81707930039303,7322.468476016613,4,0,0,3,0
54,53,95.83924139456815,6528.753677724732,4,1,0,1,1
49,37,83.89493853342618,960.4549005891784,1,0,1,0,0
50,17,95.90358455388498,1277.0356621645383,4,1,1,2,0
18,1,92.41033292731386,4260.327998424781,1,0,1,2,0
36,51,83.72315797894868,2043.950304504186,3,0,0,3,0
19,45,118.05768001799882,3865.8942528251573,1,0,2,2,1
61,4,110.33638126360249,3215.486058164967,4,1,0,3,0
43,62,84.66649191171634,4440.372483600581,4,0,1,1,0
49,65,89.31752114569247,6000.318157473,3,0,1,1,0
23,32,25.159580665870998,5752.378166084268,4,0,0,0,0
49,34,86.99174645500392,4217.749646634142,4,0,0,1,0
21,39,24.41654377101002,6596.908008654759,2,0,1,1,0
28,26,78.8263756969931,3503.8105231504633,2,1,1,0,1
34,34,119.93534995658348,7184.042889736967,3,0,1,2,0
55,54,75.58065814371795,663.1141334357949,1,1,0,3,0
41,3,67.32101180813333,7641.814237263129,2,0,1,3,0
22,50,51.285485650558755,5272.075343307651,1,0,1,2,0
69,12,32.052257878646444,3102.5886206039218,4,0,2,0,0
51,65,93.10236714582817,1657.517599925731,2,0,0,2,1
23,54,39.259902778563045,3885.5475126044394,3,1,2,1,0
39,5,31.528202124728438,1637.0107531638778,3,1,2,0,1
28,57,62.17626597305125,1414.019701170823,3,0,1,0,0
65,17,99.53418379590974,4977.078883562496,2,0,0,0,0
33,47,94.50645481202204,4232.369324196099,1,0,1,3,0
50,23,25.488261464647493,5393.75867342644,4,1,0,2,1
26,14,65.5143685036156,7443.886431633715,1,0,2,0,0
23,66,72.2434576071169,4304.855685378418,1,0,0,0,0
33,51,84.45466506258222,4689.363220776102,4,1,1,0,0
46,38,85.01673504432281,808.0480793240426,4,0,1,2,0
20,64,56.46972494573058,5769.3227086781735,2,0,1,3,0
37,38,76.0677194003514,3259.251133752834,2,0,0,1,0
53,50,68.10618838440865,7816.129385434373,2,1,2,3,0
36,30,108.4998356523281,6603.0747232057165,2,0,2,0,0
43,51,73.02651326349002,4227.600220077335,2,0,0,3,0
20,63,64.10321617481617,1073.4589679601117,4,0,1,3,1
36,52,60.448544968185075,6889.384766916654,1,0,2,1,1
37,38,77.24277594334657,6418.270653849771,2,0,1,2,1
49,30,100.39769794008976,1558.2225233425606,2,0,0,2,0
24,51,73.84014903807875,2432.6984848404495,1,0,1,3,0
69,5,86.16551750805415,6367.917339367915,2,0,2,3,0
58,29,93.7855766906525,1563.3047277245364,1,0,2,2,0
50,4,72.01681098787319,7350.24466445388,1,0,1,2,0
57,10,62.68170566548643,3453.766659051259,4,1,0,1,0
56,56,107.66653778624494,787.6078044425033,3,0,1,0,0
35,17,61.75060840278921,6544.414283683819,4,1,0,3,0
57,17,66.19428505755876,3050.726496003262,3,1,1,2,1
18,69,119.03413133417772,4259.3436338148695,3,0,2,3,0
28,34,20.023752357588457,987.2043208486315,3,0,0,3,0
45,6,38.547290957672246,120.41371727536084,2,0,0,2,0
42,53,58.39638899197257,5140.083125767052,4,0,0,1,0
67,66,113.25899094252529,4169.883845636479,3,0,2,3,0
40,43,27.002970574747103,4788.954696072863,1,0,1,1,1
48,23,20.948543362849808,6370.576418006079,2,0,2,2,1
47,55,25.26838359772286,5208.186716040595,4,1,0,0,0
59,16,28.854341061361815,1480.7101983362795,3,0,1,0,1
52,8,23.759677320626086,2950.1029009737385,1,1,2,3,1
24,4,67.97813268565048,7256.539727823307,4,0,0,2,1
33,4,78.07572072273277,6182.563131988263,4,1,0,1,1
43,56,47.16869710690041,4497.432757700066,2,0,2,3,0
65,25,59.828738397563555,2119.595482693251,4,0,2,2,0
69,67,29.169933511143014,2486.277964494881,2,0,2,2,0
66,67,53.63704638284221,5882.468733926513,3,0,0,1,0
19,27,72.2519191634523,6824.276660736889,2,0,2,3,1
18,32,93.22718071846451,5404.254889291854,1,1,0,2,0
65,50,20.334636204297922,6495.28680857069,2,0,2,2,1
29,61,66.73107665376526,6156.583468083208,1,0,0,2,1
22,51,49.70028764548822,1282.661346859966,2,1,0,1,1
54,19,105.28218216919014,3449.1640220150857,4,1,1,3,1
49,21,91.55533152342419,1308.572026545645,3,0,2,3,0
26,5,78.9108534470895,1958.36111993568,1,0,2,3,0
58,42,47.72656456967736,6967.151034743315,2,0,0,3,0
52,61,111.03391020575343,3835.846528502139,2,0,0,0,0
36,22,24.510067722032318,4329.329004557021,2,1,0,0,0
65,21,30.946759867911517,1509.7231252993997,4,1,1,3,0
33,70,59.16301405403561,2566.9471097854885,4,1,1,1,1
20,1,32.443755729685634,1918.9447305801725,1,1,0,0,0
37,5,115.6415697559425,1728.8706996955686,1,0,2,2,0
41,12,99.79893221433834,5139.890267196164,4,1,2,0,0
50,46,45.89826516018137,2129.382396401147,1,1,1,2,0
41,34,78.85542289732453,5092.922339561306,3,0,1,3,0
69,49,118.23305150800816,561.7914514575758,3,1,0,0,1
28,45,108.4198978131503,1220.0177088641046,4,0,2,1,0
66,27,80.0798446442198,2268.8680066009906,1,0,0,0,1
25,26,110.37239671752705,4816.670643475964,2,1,1,0,0
53,47,118.91849098133589,5439.1458361902705,3,0,2,0,1
55,56,94.33528228936241,3597.464037558264,4,0,2,3,0
57,63,26.498640948289403,3621.7482251601086,1,0,1,1,0
37,48,60.15802364254875,5823.683126049083,4,0,0,0,0
52,61,103.78257352832455,224.98662494810128,2,1,0,1,1
65,26,43.0569195805019,2794.611193346342,3,0,2,3,0
42,36,103.06425177506246,6567.785751241939,4,0,1,2,0
52,1,32.033876203499595,4865.43334068564,4,1,2,0,1
42,8,24.694535714781303,2764.094348767821,4,0,1,1,1
46,52,58.40906114912496,7253.645859404423,2,0,0,1,0
35,47,23.67319374266136,6203.719546850122,4,0,1,3,1
63,56,115.72702629833256,2192.674033170194,2,1,0,0,0
35,14,102.62056957939659,5197.789716453163,2,0,1,2,0
19,28,100.07696871298751,4806.430752692758,2,0,2,1,0
52,2,82.97779229961532,3269.384520907963,3,0,0,0,1
33,26,41.632402303655354,2998.9530257179254,3,0,2,2,1
58,14,71.82603666763922,2814.127750728061,4,0,2,1,0
53,59,79.7274072430341,4975.53068882561,4,0,0,1,0
50,56,72.50315008602682,3595.0384981972893,3,0,0,2,0
21,7,46.02333679515273,6671.718594686234,1,1,2,2,1
50,3,71.52479243147259,5389.860667458299,3,0,2,3,1
31,23,69.11863408686266,652.4596851045296,2,1,2,0,0
38,18,119.63357758067242,5157.328968242512,3,1,2,0,1
65,38,109.74361480462039,2242.06474835146,2,1,0,3,1
37,15,66.33807482156199,4783.2147340620395,4,0,0,1,0
25,64,82.29373829351186,5473.042255717266,1,0,2,2,0
24,28,94.78716040922285,1923.5505943166954,4,0,1,2,0
20,39,23.486516023382492,3709.183294554912,2,0,1,2,0
34,57,109.49214412278398,1603.5664162706355,2,0,0,1,0
50,17,106.01268164179238,513.4771187134156,2,1,2,2,0
65,44,65.74320977737074,3089.963745538366,1,1,2,2,1
29,25,59.11697660803798,2967.259747583337,3,0,0,3,0
68,17,47.2959374856315,7964.29587656363,4,0,1,1,0
39,13,67.66768283303685,3626.183574461373,4,1,1,0,0
39,25,24.437666353323678,2735.199440830383,3,0,1,3,0
63,68,105.21935333470077,4685.7525530617295,4,0,0,3,0
47,10,23.542236841854507,801.2624134513709,1,1,1,0,0
55,67,52.9051365369871,7697.159314043024,4,0,0,3,0
55,18,113.158948831899,5116.184360169162,2,0,0,1,0
62,34,93.52126545234528,6063.2187775326975,3,0,2,2,0
68,8,48.13909605775268,1446.7757115739487,1,1,1,1,0
25,40,45.26490939608851,3334.875038741111,3,0,0,0,1
44,42,20.508213981802598,3439.2439958298974,1,0,1,0,0
44,41,89.57142928497501,6592.270906818586,2,0,1,3,0
51,6,24.87835816731731,109.7697700993346,3,0,2,1,1
38,52,73.26025194007622,2476.739555990715,4,0,1,1,0
47,26,116.21219725920498,7851.767357320001,1,1,2,0,0
50,64,30.94688600544539,3851.6036936991272,3,0,0,1,1
45,59,109.44799309680674,3121.957613927665,4,1,1,0,0
64,56,119.14753351450481,1046.649115939406,3,0,0,1,0
50,59,26.151702623923505,7795.900566161323,3,0,1,1,1
22,70,108.29062691374612,258.20821181401334,3,0,0,1,1
65,33,71.60790204436167,5923.72377755722,1,0,1,0,1
36,53,110.651371944458,6171.9384578292165,4,0,1,3,0
21,22,77.13189419195741,2024.8880569045464,2,0,1,1,0
52,21,86.21120101065647,5405.311704542994,1,0,1,0,0
66,70,74.37789079973993,834.1402405971804,1,0,1,0,0
34,70,106.44928803073485,2130.6734048134313,1,0,1,1,0
61,4,93.39099189537018,6324.4257075088935,2,1,1,1,0
45,62,72.12603121804149,6931.020917064968,4,1,1,3,1
47,62,106.8160804051547,4907.042660012351,4,0,1,0,0
46,24,44.52855322553346,4104.023611381813,4,0,0,0,0
63,55,35.7340659702526,1358.5017628899443,3,0,2,2,0
23,9,36.040010533007205,598.5613613252863,3,0,1,0,0
52,3,53.40088787452379,1029.427324941113,3,0,2,3,0
58,31,43.86900313010175,1896.1226707591804,2,1,1,2,0
54,40,113.00903505097386,2799.2285649856744,3,0,1,2,0
41,36,30.5834093828584,3109.185251536799,2,0,0,2,0
46,24,89.89907380395877,2835.941971853128,4,1,0,1,1
66,6,38.92215397850059,1988.5371243583982,3,0,2,1,1
63,66,108.16371327703501,4126.821549338416,3,1,0,0,0
48,4,116.13152881849074,6619.760255039885,1,0,0,2,0
52,6,66.54700087699835,2309.657953924686,2,0,2,3,1
50,51,107.90714802281316,7544.857450907642,4,0,0,1,1
69,62,20.514517075471478,6999.359627618398,1,0,1,3,0
38,57,101.99469174081001,1377.9372696816658,1,1,2,3,1
49,66,42.86251615249235,6311.580058381047,4,0,2,1,0
40,8,110.87013092693678,4639.240320310357,1,1,1,1,1
50,26,20.11201114801095,4575.945361154207,2,0,0,1,1
20,51,75.6181735039757,3189.237828159578,2,0,2,1,0
35,45,95.66358037849346,4059.1086935378767,3,0,2,2,1
42,44,45.868833069790796,3237.712341690767,1,0,1,2,0
59,5,39.31328645872931,4363.887688203548,3,1,1,2,1
48,70,28.409822446798465,5060.805416903823,1,0,0,2,0
20,26,52.6433576503293,5427.000070631482,2,0,2,0,1
57,68,75.98443123088295,4306.601421219467,2,0,0,2,0
63,19,31.584385678025768,5799.234331896981,2,0,0,1,0
41,20,57.66953619867988,1216.096589276496,1,0,1,3,0
67,12,20.907240465272498,1774.6616781276844,2,0,2,2,1
49,47,101.86794204998418,6568.006532186734,1,1,2,0,1
64,1,32.84487180931914,2647.97102498668,3,0,2,1,1
39,14,48.334294826558164,280.86121731134995,1,0,1,3,1
40,64,21.842771873821746,1314.9500823774456,3,0,1,3,0
19,38,63.22407838925123,1866.5540325208588,1,0,1,2,0
44,37,104.01215027412188,7662.850814367239,3,1,1,3,0
59,11,59.21512114451966,4627.02728855371,2,0,1,2,0
19,3,37.94973234238334,7468.572849762413,3,0,2,2,0
43,33,95.36988340505192,4643.790468923337,2,0,0,1,0
34,6,98.88069818707443,3886.900077089029,2,0,2,1,0
57,50,37.375347530756684,2578.448760433359,3,0,0,0,0
50,10,97.08541085409898,4890.330461023667,1,1,1,1,0
26,5,114.7297888256338,1199.6643944784857,1,1,0,1,0
60,23,36.637758693227234,7196.266855612377,4,1,2,2,1
65,10,97.09842925321355,6651.726000616141,1,0,2,1,1
56,44,90.85720046026293,2608.498438226223,4,0,0,2,1
46,2,67.35738884350886,7627.100468050226,1,0,1,2,0
59,13,25.79204605587983,6619.086062582988,1,0,1,1,0
43,40,27.469441775785402,5363.824398096814,2,1,2,0,1
52,2,105.24146591986477,1061.9190978896709,4,0,0,0,0
67,65,119.0148372750647,3878.048782079771,1,1,1,3,0
42,63,87.60522571867544,4098.249683289332,4,1,1,3,0
41,17,64.59583070103216,1937.1557310865028,2,0,2,1,0
30,9,84.75736434019076,731.7266154384854,2,0,1,0,0
24,15,79.43958592285453,6236.116680726373,4,0,0,2,0
53,24,58.36122604056218,1064.0769117827208,2,0,2,3,0
62,38,26.562614457401295,4794.89692943802,3,1,2,2,0
37,35,102.15129474074409,7497.948473680918,3,0,0,3,0
18,49,57.18335292387246,7021.231021524536,2,0,2,1,1
25,69,101.87856433570937,2294.245727619163,3,0,1,0,0
63,62,45.25087496883822,6826.444236654996,1,1,1,3,0
33,60,20.10294798456334,102.62679835186631,4,0,0,0,1
31,50,35.89382832767565,239.73369594473206,1,1,1,2,0
29,9,66.85394167685843,4860.169994358633,4,0,0,1,0
68,34,114.43036349578298,2981.905931241783,2,1,0,0,0
40,35,30.2193619693719,3153.0406451572626,1,1,1,1,0
32,1,105.4209774461566,4559.084616363171,2,0,0,0,0
45,40,72.7024096211862,1615.0813991756986,2,0,1,2,1
51,64,102.59207657998967,1772.867270257279,4,1,2,2,0
19,22,49.83744309899926,3928.352537449031,4,0,2,1,0
49,60,103.99471646724719,6058.603000316518,4,1,0,2,0
40,64,97.28227800168045,4994.032236119942,1,0,1,3,0
39,11,43.00536830314339,2449.104881071027,3,1,1,0,0
68,14,33.13351264093781,3499.6637023204776,4,1,2,2,0
42,60,106.80543225322928,1448.2515925449875,4,1,2,3,0
39,30,116.3236653440132,689.5755332629456,1,0,1,1,0
39,35,23.130231374751624,6283.298721878778,4,0,0,3,0
66,37,93.12700669736856,2196.5605325867373,1,0,2,1,0
69,5,110.95245109478184,1504.3544640248608,2,0,0,1,1
59,26,105.73600920924986,5563.782638997623,4,0,0,0,0
23,62,116.45204722702086,4982.60822686877,4,0,2,0,0
32,4,96.00940784380971,5102.198045506366,2,1,0,3,0
60,42,64.22987623809102,1908.2673782882475,2,0,0,0,1
54,18,51.19519904951304,1937.8997546451799,2,0,1,0,0
